# FSPS UV calibration generated by native FSPS v4.0.
# FSPS source: /home/czkong/software/fsps
# Native driver: /home/czkong/GC-BH_Model/FSPS/FSPS_PARSEC_C3KLR; IMF: kroupa; SFH: ssp.
# Spectrum is rest-frame vacuum L_nu per initially formed solar mass; no filter integration is used.
# Wavelength: 1450 Angstrom; native bracket: 1447.734615, 1454.991415 Angstrom.
# Age grid: 99 logarithmically spaced points, min=1.0000000000e-04 Gyr, max=0.7643904854974003 Gyr.
# Metallicity grid: 99 points, uniform in log10(Z/Zsun), range=-2.182984956 to 0.5951662939.
# Metallicity interpolation: linear in L_nu between native [Fe/H] points; native range=-2.182984956 to 0.5951662939.
# M_AB = -2.5*log10(L_nu[Lsun/Hz]) - 32.365766193400795.
age_gyr,log10_age_gyr,feh,z_ratio,M1450_AB_per_Msun
1.0955335095e-04,-3.9603743340e+00,-2.1262879922e+00,7.4767353400e-03,-3.3413371628e-01
1.0955335095e-04,-3.9603743340e+00,-2.0979395100e+00,7.9810584239e-03,-3.4008150244e-01
1.0955335095e-04,-3.9603743340e+00,-2.0695910279e+00,8.5193992657e-03,-3.4599688338e-01
1.0955335095e-04,-3.9603743340e+00,-2.0412425457e+00,9.0940524419e-03,-3.5188021031e-01
1.0955335095e-04,-3.9603743340e+00,-2.0128940636e+00,9.7074673034e-03,-3.5773182873e-01
1.0955335095e-04,-3.9603743340e+00,-1.9845455814e+00,1.0362258415e-02,-3.6355207862e-01
1.0955335095e-04,-3.9603743340e+00,-1.9561970993e+00,1.1061216702e-02,-3.6934129448e-01
1.0955335095e-04,-3.9603743340e+00,-1.9278486171e+00,1.1807321340e-02,-3.7509980551e-01
1.0955335095e-04,-3.9603743340e+00,-1.8995001350e+00,1.2603752462e-02,-3.8082793570e-01
1.0955335095e-04,-3.9603743340e+00,-1.8711516528e+00,1.3453904703e-02,-3.8732736529e-01
1.0955335095e-04,-3.9603743340e+00,-1.8428031707e+00,1.4361401679e-02,-3.9508060656e-01
1.0955335095e-04,-3.9603743340e+00,-1.8144546885e+00,1.5330111424e-02,-4.0277887428e-01
1.0955335095e-04,-3.9603743340e+00,-1.7861062064e+00,1.6364162881e-02,-4.1042294252e-01
1.0955335095e-04,-3.9603743340e+00,-1.7577577242e+00,1.7467963499e-02,-4.1801356914e-01
1.0955335095e-04,-3.9603743340e+00,-1.7294092421e+00,1.8646218021e-02,-4.2555149620e-01
1.0955335095e-04,-3.9603743340e+00,-1.7010607600e+00,1.9903948534e-02,-4.3303745042e-01
1.0955335095e-04,-3.9603743340e+00,-1.6727122778e+00,2.1246515878e-02,-4.4047214357e-01
1.0955335095e-04,-3.9603743340e+00,-1.6443637957e+00,2.2679642493e-02,-4.4785627292e-01
1.0955335095e-04,-3.9603743340e+00,-1.6160153135e+00,2.4209436812e-02,-4.5519052160e-01
1.0955335095e-04,-3.9603743340e+00,-1.5876668314e+00,2.5842419293e-02,-4.6247555899e-01
1.0955335095e-04,-3.9603743340e+00,-1.5593183492e+00,2.7585550219e-02,-4.6971204109e-01
1.0955335095e-04,-3.9603743340e+00,-1.5309698671e+00,2.9446259356e-02,-4.7690061086e-01
1.0955335095e-04,-3.9603743340e+00,-1.5026213849e+00,3.1432477625e-02,-4.8404189859e-01
1.0955335095e-04,-3.9603743340e+00,-1.4742729028e+00,3.3552670909e-02,-4.9097163938e-01
1.0955335095e-04,-3.9603743340e+00,-1.4459244206e+00,3.5815876131e-02,-4.9754444201e-01
1.0955335095e-04,-3.9603743340e+00,-1.4175759385e+00,3.8231739777e-02,-5.0407769368e-01
1.0955335095e-04,-3.9603743340e+00,-1.3892274563e+00,4.0810559012e-02,-5.1057186754e-01
1.0955335095e-04,-3.9603743340e+00,-1.3608789742e+00,4.3563325566e-02,-5.1702742828e-01
1.0955335095e-04,-3.9603743340e+00,-1.3325304920e+00,4.6501772588e-02,-5.2344483237e-01
