# FSPS UV calibration generated by native FSPS v4.0.
# FSPS source: /home/czkong/software/fsps
# Native driver: /home/czkong/GC-BH_Model/FSPS/FSPS_BPASS; IMF: kroupa; SFH: ssp.
# Spectrum is rest-frame vacuum L_nu per initially formed solar mass; no filter integration is used.
# Wavelength: 1450 Angstrom; native bracket: 1449, 1451 Angstrom.
# Age grid: 99 logarithmically spaced points, min=1.0000000000e-04 Gyr, max=0.7643904854974003 Gyr.
# Metallicity grid: 99 points, uniform in log10(Z/Zsun), range=-2.301029986 to 0.3010300054.
# Metallicity interpolation: linear in L_nu between native [Fe/H] points; native range=-2.301029986 to 0.3010300054.
# M_AB = -2.5*log10(L_nu[Lsun/Hz]) - 32.365766193400795.
age_gyr,log10_age_gyr,feh,z_ratio,M1450_AB_per_Msun
1.0955335095e-04,-3.9603743340e+00,-1.0265516229e+00,9.4069400684e-02,-8.6009608671e-02
1.0955335095e-04,-3.9603743340e+00,-9.9999999029e-01,1.0000000224e-01,-8.9916582473e-02
1.0955335095e-04,-3.9603743340e+00,-9.7344835773e-01,1.0630449832e-01,-9.3565956125e-02
1.0955335095e-04,-3.9603743340e+00,-9.4689672516e-01,1.1300646111e-01,-9.7203104592e-02
1.0955335095e-04,-3.9603743340e+00,-9.2034509260e-01,1.2013094886e-01,-1.0082810951e-01
1.0955335095e-04,-3.9603743340e+00,-8.9379346003e-01,1.2770459966e-01,-1.0444105169e-01
1.0955335095e-04,-3.9603743340e+00,-8.6724182747e-01,1.3575573097e-01,-1.0804201116e-01
1.0955335095e-04,-3.9603743340e+00,-8.4069019491e-01,1.4431444553e-01,-1.1163106713e-01
1.0955335095e-04,-3.9603743340e+00,-8.1413856234e-01,1.5341274389e-01,-1.1546039899e-01
1.0955335095e-04,-3.9603743340e+00,-7.8758692978e-01,1.6308464411e-01,-1.1970763180e-01
1.0955335095e-04,-3.9603743340e+00,-7.6103529721e-01,1.7336630888e-01,-1.2393831481e-01
1.0955335095e-04,-3.9603743340e+00,-7.3448366465e-01,1.8429618080e-01,-1.2815257649e-01
1.0955335095e-04,-3.9603743340e+00,-7.0793203208e-01,1.9591512604e-01,-1.3235054383e-01
1.0955335095e-04,-3.9603743340e+00,-6.8138039952e-01,2.0826658722e-01,-1.3763675329e-01
1.0955335095e-04,-3.9603743340e+00,-6.5482876695e-01,2.2139674577e-01,-1.4345690734e-01
1.0955335095e-04,-3.9603743340e+00,-6.2827713439e-01,2.3535469463e-01,-1.4924602839e-01
1.0955335095e-04,-3.9603743340e+00,-6.0172550182e-01,2.5019262180e-01,-1.5500444561e-01
1.0955335095e-04,-3.9603743340e+00,-5.7517386926e-01,2.6596600550e-01,-1.6073248298e-01
1.0955335095e-04,-3.9603743340e+00,-5.4862223670e-01,2.8273382153e-01,-1.6643045937e-01
1.0955335095e-04,-3.9603743340e+00,-5.2207060413e-01,3.0055876385e-01,-1.7207980099e-01
1.0955335095e-04,-3.9603743340e+00,-4.9551897157e-01,3.1950747892e-01,-1.7710115830e-01
1.0955335095e-04,-3.9603743340e+00,-4.6896733900e-01,3.3965081498e-01,-1.8209939949e-01
1.0955335095e-04,-3.9603743340e+00,-4.4241570644e-01,3.6106408683e-01,-1.8707473643e-01
1.0955335095e-04,-3.9603743340e+00,-4.1586407387e-01,3.8382735755e-01,-1.9202737808e-01
1.0955335095e-04,-3.9603743340e+00,-3.8931244131e-01,4.0802573774e-01,-2.0124330861e-01
1.0955335095e-04,-3.9603743340e+00,-3.6276080874e-01,4.3374970383e-01,-2.1915793911e-01
1.0955335095e-04,-3.9603743340e+00,-3.3620917618e-01,4.6109543632e-01,-2.3678177018e-01
1.0955335095e-04,-3.9603743340e+00,-3.0965754361e-01,4.9016517940e-01,-2.5412409203e-01
1.0955335095e-04,-3.9603743340e+00,-2.8310591105e-01,5.2106762326e-01,-2.6035943693e-01
1.0955335095e-04,-3.9603743340e+00,-2.5655427848e-01,5.5391831044e-01,-2.6133538482e-01
1.0955335095e-04,-3.9603743340e+00,-2.3000264592e-01,5.8884006786e-01,-2.6231045624e-01
1.0955335095e-04,-3.9603743340e+00,-2.0345101336e-01,6.2596346606e-01,-2.6328465276e-01
1.0955335095e-04,-3.9603743340e+00,-1.7689938079e-01,6.6542730740e-01,-2.6425797595e-01
1.0955335095e-04,-3.9603743340e+00,-1.5034774823e-01,7.0737914501e-01,-2.6578068941e-01
1.0955335095e-04,-3.9603743340e+00,-1.2379611566e-01,7.5197583452e-01,-2.6995148330e-01
1.0955335095e-04,-3.9603743340e+00,-9.7244483097e-02,7.9938412052e-01,-2.7410631661e-01
1.0955335095e-04,-3.9603743340e+00,-7.0692850533e-02,8.4978125998e-01,-2.7824531104e-01
1.0955335095e-04,-3.9603743340e+00,-4.4141217968e-02,9.0335568505e-01,-2.8236858688e-01
1.0955335095e-04,-3.9603743340e+00,-1.7589585404e-02,9.6030770759e-01,-2.8647626308e-01
1.0955335095e-04,-3.9603743340e+00,8.9620471609e-03,1.0208502681e+00,-2.9484362806e-01
1.0955335095e-04,-3.9603743340e+00,3.5513679726e-02,1.0852097318e+00,-3.1142584459e-01
1.0955335095e-04,-3.9603743340e+00,6.2065312290e-02,1.1536267354e+00,-3.2775860951e-01
1.0955335095e-04,-3.9603743340e+00,8.8616944855e-02,1.2263570861e+00,-3.4384931691e-01
1.0955335095e-04,-3.9603743340e+00,1.1516857742e-01,1.3036727189e+00,-3.5970503688e-01
1.0955335095e-04,-3.9603743340e+00,1.4172020998e-01,1.3858627126e+00,-3.7533253423e-01
1.0955335095e-04,-3.9603743340e+00,1.6827184255e-01,1.4732343711e+00,-3.9073828579e-01
1.0955335095e-04,-3.9603743340e+00,1.9482347511e-01,1.5661143723e+00,-4.0360791970e-01
1.0955335095e-04,-3.9603743340e+00,2.2137510768e-01,1.6648499894e+00,-4.1536794117e-01
1.0955335095e-04,-3.9603743340e+00,2.4792674024e-01,1.7698103894e+00,-4.2700194907e-01
1.0955335095e-04,-3.9603743340e+00,2.7447837281e-01,1.8813880137e+00,-4.3851261536e-01
